filename,folder,type,width,height,bytes
"IMG_1669.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,2281142
"Copy of IMG_1663.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,5351825
"IMG_1683.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,5018325
"IMG_1673.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,4337647
"IMG_1678.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,4604014
"Copy of IMG_1677.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,4810446
"IMG_1681.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,3982777
"IMG_1667.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,5543987
"IMG_1674.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,4256884
"IMG_1659.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,4184541
"Copy of IMG_1665.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,4921722
"IMG_1675.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,3804240
"IMG_1670.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,5305483
"IMG_1666.jpeg","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",jpeg,4032,3024,6123474
"IMG_1680.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,3584766
"IMG_1679.HEIC","Cardinal/2024/Commercial - Multifamily/The Carmel - 12-13-23",heic,4032,3024,2839090
"IMG_1307.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,3510131
"IMG_1311.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,4128356
"IMG_1310.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,3076173
"IMG_1306.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,6057967
"IMG_1309.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,5695812
"IMG_1305.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,6018178
"IMG_1304.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,5113520
"IMG_1312.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,4629525
"IMG_1308.jpeg","Cardinal/2024/Commercial - Multifamily/Post construction",jpeg,4032,3024,3873295
"IMG_1986.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4621952
"IMG_1983.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,5843519
"IMG_1982.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,5528239
"IMG_1977.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6889746
"IMG_1987.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,5032725
"IMG_1985.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6702832
"IMG_1980.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4343799
"IMG_1979.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,5231898
"IMG_1989.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,7253700
"IMG_1988.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,7258810
"IMG_1978.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,5086856
"IMG_1981.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4128960
"IMG_1984.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6676066
"IMG_1987.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6900231
"IMG_1977.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4911764
"IMG_1982.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,3725572
"IMG_1983.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,3985960
"IMG_1976.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4842353
"IMG_1986.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6238113
"IMG_1984.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4951980
"IMG_1981.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,5795102
"IMG_1978.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,7013988
"IMG_1988.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,5222092
"IMG_1989.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,5245824
"IMG_1979.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,7290040
"IMG_1980.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",jpeg,4032,3024,6129571
"IMG_1985.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - 4",heic,4032,3024,4947336
"IMG_1416.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,2557230
"IMG_1413.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,4571467
"IMG_1420.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,1874664
"IMG_1421.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,2255057
"IMG_1417.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,2952841
"IMG_1424.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,4771864
"IMG_1415.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,4608199
"IMG_1419.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,4566114
"IMG_1423.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,2206160
"IMG_1422.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,2212438
"IMG_1418.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,6104614
"IMG_1414.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,5209677
"IMG_1424.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,3154333
"IMG_1417.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,4286998
"IMG_1421.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,3436773
"IMG_1420.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,3208960
"IMG_1413.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,3133840
"IMG_1416.jpeg","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",jpeg,4032,3024,3727695
"IMG_1414.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,3706964
"IMG_1418.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,4258551
"IMG_1422.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,1286695
"IMG_1423.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,1272983
"IMG_1419.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,3117840
"IMG_1415.HEIC","Cardinal/2024/Commercial - Multifamily/Northgate - 11-15-23",heic,4032,3024,3060566
"IMG_1929.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6710312
"IMG_1928.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6403255
"IMG_1937.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,7192324
"IMG_1945.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4520415
"IMG_1932.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4623226
"IMG_1940.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,5647910
"IMG_1941.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6784773
"IMG_1933.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4786873
"IMG_1944.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4643598
"IMG_1936.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,5651596
"IMG_1934.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4350810
"IMG_1946.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6380356
"IMG_1938.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,3920877
"IMG_1927.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6318630
"IMG_1931.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,7215641
"IMG_1943.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4294817
"IMG_1942.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4380378
"IMG_1930.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6250010
"IMG_1926.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6418822
"IMG_1939.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4004516
"IMG_1947.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6179460
"IMG_1935.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4414615
"IMG_1929.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6818841
"IMG_1944.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6635773
"IMG_1936.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4013943
"IMG_1941.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4723615
"IMG_1933.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6943174
"IMG_1925.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6761003
"IMG_1932.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6438204
"IMG_1940.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,3751387
"IMG_1937.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4980828
"IMG_1945.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6374478
"IMG_1928.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6504615
"IMG_1947.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4312554
"IMG_1935.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6195386
"IMG_1939.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,5720185
"IMG_1942.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6046385
"IMG_1943.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,5921749
"IMG_1926.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6329309
"IMG_1927.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6231088
"IMG_1938.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,5702391
"IMG_1925.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6651974
"IMG_1931.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,7091470
"IMG_1930.JPG","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpg,4032,3024,6177939
"IMG_1934.jpeg","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",jpeg,4032,3024,6149060
"IMG_1946.HEIC","Cardinal/2024/Commercial - Multifamily/Cloisters - Drainage",heic,4032,3024,4532082
"IMG_1287.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,4435628
"IMG_1286.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,5834413
"IMG_1290.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,5465658
"IMG_1285.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,5856064
"IMG_1293.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,6724616
"IMG_1289.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,5343765
"IMG_1284.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,5981767
"IMG_1295.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,3368385
"IMG_1294.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,4316815
"IMG_1298.jpeg","Cardinal/2024/Commercial - Multifamily/During construction",jpeg,4032,3024,3533373
"IMG_1744.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3557098
"IMG_1752.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,2787512
"IMG_1748.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3798073
"IMG_1757.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,3875134
"IMG_1764.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,4366362
"IMG_1756.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,3371234
"IMG_1749.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3996766
"IMG_1760.MOV","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",mov,1920,,95237938
"IMG_1753.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3142666
"IMG_1745.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,4247768
"IMG_1758.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3350270
"IMG_1751.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,4748842
"IMG_1747.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5652011
"IMG_1762.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3454139
"IMG_1754.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3827174
"IMG_1755.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,2228221
"IMG_1763.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,4081570
"IMG_1746.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,6280978
"IMG_1750.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5250586
"IMG_1759.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3660053
"IMG_1745.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,6017227
"IMG_1753.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,4687943
"IMG_1749.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5757704
"BD4E0EE9-B05E-4796-A46E-85DE0A1032C5.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,2550,3301,137694
"IMG_1756.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,2349785
"IMG_1764.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,6412305
"IMG_1757.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,2649919
"IMG_1748.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5396430
"IMG_1752.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,4168253
"IMG_1744.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5045793
"IMG_1759.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5171919
"IMG_1750.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3510471
"IMG_1746.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,4506049
"IMG_1763.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5880317
"IMG_1755.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,3284288
"IMG_1754.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5410283
"IMG_1762.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,5196586
"IMG_1747.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3929365
"IMG_1751.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",heic,4032,3024,3263471
"IMG_1758.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-20-23",jpeg,4032,3024,4889528
"IMG_1590.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3997513
"IMG_1601.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3369845
"IMG_1640.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3437188
"IMG_1632.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,3584925
"IMG_1586.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3479445
"IMG_1649.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5218651
"IMG_1599.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6025195
"IMG_1576.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,4710108
"IMG_1573.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3446936
"IMG_1628.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5038823
"IMG_1637.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3814736
"IMG_1583.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5592927
"IMG_1595.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6025582
"IMG_1594.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5783749
"IMG_1636.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,2582785
"IMG_1582.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6080446
"IMG_1644.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,3474921
"IMG_1572.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4454118
"IMG_1629.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6538526
"IMG_1648.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,4066986
"IMG_1633.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,4613497
"IMG_1587.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3503818
"IMG_1641.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3865191
"IMG_1600.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3991762
"IMG_1591.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4266037
"IMG_1575.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4237400
"IMG_1638.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5654031
"IMG_1643.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,4634035
"IMG_1631.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,2357776
"IMG_1585.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5368091
"IMG_1593.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5127373
"IMG_1627.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3526831
"IMG_1650.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3938747
"IMG_1579.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3481243
"IMG_1646.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3325446
"IMG_1634.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6785306
"IMG_1589.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5577469
"IMG_1588.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5133224
"IMG_1635.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,4777964
"IMG_1581.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4643324
"IMG_1647.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,2906546
"IMG_1578.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3381569
"IMG_1651.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3552317
"IMG_1592.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5588885
"IMG_1630.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4133460
"IMG_1584.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5433466
"IMG_1642.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5496808
"IMG_1639.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5259230
"IMG_1574.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4687469
"IMG_1591.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5926771
"IMG_1600.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5711085
"IMG_1633.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3222761
"IMG_1587.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5044713
"IMG_1641.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,5525018
"IMG_1648.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,2872956
"IMG_1598.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4693319
"IMG_1572.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,6113228
"IMG_1629.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4600290
"IMG_1636.jpeg","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",jpeg,4032,3024,3931707
"IMG_1582.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4359678
"IMG_1644.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,2247965
"IMG_1594.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,4124313
"IMG_1652.HEIC","Cardinal/2024/Commercial - Multifamily/Grand Riviera - 12-7-23",heic,4032,3024,3168149
